"","C.AA.us","C.AAPL.us","C.AIG.us","C.AXP.us","C.BA.us","C.C.us","C.CAT.us","C.DD.us","C.DIS.us","C.GE.us","C.GM.us","C.HD.us","C.HON.us","C.HPQ.us","C.IBM.us","C.INTC.us","C.JNJ.us","C.JPM.us","C.KO.us","C.MCD.us","C.MMM.us","C.MO.us","C.MRK.us","C.MSFT.us","C.PFE.us","C.PG.us","C.UTX.us","C.VZ.us","C.WMT.us","C.XOM.us","C.^DJI"
"2013-05-02",8.46,445.52,42.13,69.38,92.21,46.54,84.26,53.51,63.88,22.32,31.16,73.33,73.97,20.45,202.39,20.2,85.16,48.08,41.96,102.06,106.04,36.65,45.73,33.16,29.27,77.76,91.75,52.53,78.46,88.63,14831.6
"2013-05-03",8.62,449.98,44.52,70.23,93.74,46.97,86.98,53.94,64.8,22.57,32.1,73.96,75.24,20.63,204.51,19.75,85.75,47.57,42.24,102.92,107.83,36.51,45.67,33.49,28.96,78.19,93.11,52.68,79.25,90.02,14974
"2013-05-06",8.69,460.71,45.48,70.06,94.19,47.48,87.59,53.89,65.06,22.58,31.82,75.26,76.08,20.64,202.78,19.69,84.68,48.18,42.08,102.07,107.84,36.08,44.98,33.75,28.72,77.75,93.49,52.05,78.83,90.58,14968.9
"2013-05-07",8.64,458.66,44.6,70.24,94.79,48.11,89.79,54.65,66.07,22.68,31.65,75.07,76.9,20.5,203.63,20.01,85.53,49.14,42.7,102.29,108.01,36.47,45.27,33.31,29.03,77.94,93.87,52.92,78.83,91.15,15056.2
"2013-05-08",8.87,463.84,44.35,70.31,94.04,49.29,90.31,54.7,65.99,23.01,32.08,75.42,77.48,21.07,204.82,19.54,85.46,49.76,42.46,100.95,108.2,36.52,44.99,32.99,28.73,78.44,94.38,53.11,78.25,91.7,15105.1
"2013-05-09",8.79,456.77,44.07,70.21,94.61,48.6,89.95,55.38,66.67,22.78,31.65,75.87,77.78,21.18,203.24,19.49,85.15,49.04,42.12,99.69,109.92,36.35,45.49,32.66,28.6,78.21,94.76,52.71,78.4,91.03,15082.6
"2013-05-10",8.7,452.97,44.18,70.08,94.24,48.75,88.62,55.46,67.2,22.9,31.42,76.01,77.74,21.54,204.47,20.66,85.76,48.96,42.15,100.2,110.48,36.68,45.95,32.69,28.72,78.76,95.25,52.89,78.89,90.14,15118.5
"2013-05-13",8.53,454.74,44.64,69.79,94.76,48.92,88.07,54.45,67.32,22.85,31,76.67,77.86,21.35,202.47,21.84,85.85,49.67,42.19,100.38,110.5,36.92,46.17,33.03,29.37,78.59,94.95,52.55,78.5,90.1,15091.7
"2013-05-14",8.56,443.86,46.08,71.51,96.11,50.09,87.55,55.16,67.47,23.01,31.55,77.32,79.16,21.52,203.21,23.29,86.97,50.23,42.52,101.2,110.59,37.06,46.65,33.53,29.4,79.47,95.93,53.17,78.78,91.11,15215.2
"2013-05-15",8.5,428.85,45.58,72.78,97.02,51.34,87,55.55,67.67,23.24,32.31,77.88,79.89,20.97,203.32,23.49,87.64,51.09,42.92,101.95,111.5,37.46,46.73,33.85,29.56,80.68,95.81,53.6,79.86,91.24,15275.7
"2013-05-16",8.5,434.58,44.91,72.23,96.58,50.61,86.78,55.49,66.47,23.27,32.39,76.75,78.73,21.36,204.69,23.46,87.45,50.97,43.09,101.12,111.07,37.18,46.37,34.08,29.25,80.2,95.17,53.2,78.5,90.7,15233.2
"2013-05-17",8.61,433.26,45.23,73.32,98.92,51.45,87.67,55.89,66.58,23.46,33.42,76.86,80.75,21.27,208.44,23.04,88.09,52.3,42.97,101.54,111.39,37.44,45.99,34.87,28.96,80.02,97.35,53.35,77.87,91.76,15354.4
"2013-05-20",8.76,442.93,44.89,74.4,98.72,51.6,88.33,55.93,66.12,23.57,33.7,76.76,80.53,21.18,207.6,23.27,88.01,52.29,42.38,101.54,111.72,37.34,45.21,35.08,28.7,79.09,97.23,52.74,77.4,92.52,15335.3
"2013-05-21",8.76,439.66,44.96,75.11,98.75,51.66,88.1,56.38,65.83,23.66,33.4,78.71,80.15,21.11,208.65,24.42,88.59,53.02,42.34,102.14,112.01,36.92,47.33,34.85,28.78,78.8,97.55,52.07,77.39,92.8,15387.6
"2013-05-22",8.69,441.35,44.31,74.44,97.93,51,87.7,55.57,65.57,23.86,33.23,79.69,79.59,21.23,206.99,24.84,88.46,53.63,42.25,101.74,110.79,36.9,46.71,34.61,29.3,78.82,96.25,51.47,77.03,92.19,15307.2
"2013-05-23",8.54,442.14,44.53,74.69,99.75,50.53,86.95,55.35,65.23,23.66,32.85,78.91,79.24,24.86,206.16,24.4,87.21,53.35,41.93,101.03,110.41,36.86,47.33,34.15,29.11,78.7,95.49,51.89,76.33,91.79,15294.5
"2013-05-24",8.48,445.15,44.69,75.27,100,50.52,86.21,55.35,65.49,23.53,32.87,78.99,79.29,24.21,205.72,24.41,86.82,53.66,42.24,100.29,110.27,37.09,47.16,34.27,29.04,81.88,95.04,51.39,77.31,91.53,15303.1
"2013-05-28",8.59,441.44,45.17,76.16,100.11,51.79,86.19,55.89,66.69,23.6,33.96,79.82,79.77,24.65,207.78,24.19,87.61,54.6,42.55,101.24,111.59,37.07,47.62,35.02,29.01,80.86,95.97,50.82,77.32,92.38,15409.4
"2013-05-29",8.58,444.95,45.52,75.83,99.09,52.28,86.49,56.02,66.26,23.64,34.05,79.49,78.8,25.24,207.92,24.27,85.65,54.67,41.4,99.05,111.13,36.44,46.87,34.88,28.28,78.9,95.12,49.57,76.23,92.08,15302.8
"2013-05-30",8.49,451.58,46.21,76.14,100.54,53.27,86.41,56.3,64.65,23.6,34.64,79.44,79.44,25.26,209.36,24.56,85.99,55.62,40.77,97.07,111.42,36.43,47.07,35.03,28.25,79.09,95.96,49.08,75.63,92.09,15324.5
"2013-05-31",8.5,449.73,44.46,75.71,99.02,51.99,85.8,55.79,63.08,23.32,33.89,78.66,78.46,24.42,208.02,24.37,84.18,54.59,39.99,96.57,110.27,36.1,46.7,34.9,27.23,76.76,94.9,48.48,74.84,90.47,15115.6
"2013-06-03",8.52,450.72,44.75,76.47,100.74,51.96,86.13,56.13,63.8,23.64,34.42,79.08,78.85,24.9,208.95,23.25,84.71,54.49,40.81,97.96,110.61,36.46,48.45,35.59,27.75,77.66,95.23,48.66,75.69,91.46,15254
"2013-06-04",8.38,449.31,44.1,76.06,99.61,51.23,85.92,55.79,64.35,23.66,34.96,76.63,77.74,24.62,206.19,22.62,84.1,54.04,41.42,98.37,110.02,36.21,49.44,34.99,27.66,77.37,94.28,48.84,75.94,90.79,15177.5
"2013-06-05",8.2,445.11,43.9,74.76,98.49,50.03,84.42,54.61,63.12,23.32,34.02,75.1,76.7,24.19,202.74,22.93,83.68,53.03,40.65,96.42,108.59,35.71,48.73,34.78,27.48,76.66,93.01,48.3,75.25,89.65,14960.6
"2013-06-06",8.26,438.46,44.86,76.24,99.76,50.83,84,54.79,63.14,23.38,34.44,77.26,77.66,24.25,203.8,23.34,84.46,53.5,40.79,96.68,108.67,35.81,48.6,34.96,28.11,76.82,92.75,49.97,75.63,90.23,15040.6
"2013-06-07",8.33,441.81,45.28,78.04,102.49,51.6,84.65,55.44,64.85,23.86,35.03,78.74,79.08,24.81,206.35,22.97,84.91,54.27,41.41,98.28,111.11,36.15,48.19,35.67,28.26,77.75,94.5,50.24,76.33,91.45,15248.1
"2013-06-10",8.36,438.89,45.95,78.28,102.24,51.93,83.8,55.52,63.83,23.78,34.74,77.73,78.68,24.49,205.02,22.34,85.14,54.36,41.18,99.53,110.81,36.23,48.46,35.47,28.37,78.07,94.14,50.53,75.75,91.12,15238.6
"2013-06-11",8.23,437.6,44.92,76.52,101.75,49.95,83.52,54.85,63.8,23.58,33.93,77.61,78.16,24.24,203.98,21.94,84.69,53.49,40.79,98.23,110.22,36.16,47.56,34.84,28.42,78.12,93.68,50.18,75.25,90.46,15122
"2013-06-12",8.18,432.19,44.66,74.72,100.88,49.44,83.21,54.23,62.99,23.5,33.45,76.4,77.32,24.91,201.2,21,83.74,53.18,40.39,98.24,109.03,35.6,47.25,35,28.43,77.6,92.68,49.9,74.84,89.74,14995.2
"2013-06-13",8.2,435.96,45.94,75.21,102.16,50.29,85.14,53.88,64.3,23.68,34.5,76.53,78.31,24.93,203.77,21,84.91,54.17,40.41,98.88,111.2,35.76,47.9,34.72,29.08,78.43,94.29,50.64,75,91.33,15176.1
"2013-06-14",8.12,430.05,45.38,72.97,101.83,49.22,83.87,52.68,63.8,23.52,34.29,76.59,78.18,24.74,202.2,21.03,84.91,53.13,40.34,98.42,111.03,35.58,47.95,34.4,29.09,78.03,94.02,51.07,74.87,90.58,15070.2
"2013-06-17",8.11,432,45.15,73.84,103.03,49.36,83.92,53.7,64.49,23.77,33.73,76.14,79.71,25.16,203.04,21.02,85.63,53.85,40.68,98.74,111.91,35.79,47.8,35,29.16,78.96,94.98,50.71,74.95,91.51,15179.8
"2013-06-18",8.21,431.77,45.14,74.98,104.08,50.01,84.55,54.02,65.29,24.33,34.01,77.19,80.85,25.44,204.87,21.06,86.36,54.11,40.93,99.75,112.97,36.15,47.75,34.98,29.4,79.04,96.17,51.55,75.73,91.93,15318.2
"2013-06-19",8.11,423,44.81,74.23,102.25,49.53,84.25,53.47,64.33,23.98,33.66,75.93,79.68,25.43,201.94,21.08,84.86,53.55,40.41,98.81,111.57,35.19,47.58,34.59,29.1,77.61,94.18,50.05,74.46,91,15112.2
"2013-06-20",8.02,416.84,44.27,72.92,99.64,47.9,83.2,52.59,61.98,23.25,32.56,73.87,77.67,24.72,197.35,20.58,82.62,52.48,39.13,96.79,108.78,34.34,46.31,33.49,28.64,75.25,92.35,48.96,73.03,89.05,14758.3
"2013-06-21",7.98,413.5,43.69,73.31,99.98,46.87,83.12,52.91,62.73,23.36,32.21,73.82,78.25,24.15,195.46,20.3,83.2,51.96,39.76,97.23,109.59,34.93,47,33.27,28.46,77.43,92.18,49.52,73.51,89.48,14799.4
"2013-06-24",7.79,402.54,42.32,72.01,97.85,45.44,81.52,52.66,62.44,22.93,31.42,73.51,76.65,23.43,193.54,20.36,84.61,50.92,39.53,97.29,107.5,34.63,46.41,33.72,27.71,76.58,91.49,49.12,74.2,88.48,14659.6
"2013-06-25",7.92,402.63,43.35,73.23,98.67,47,82.33,52.88,62.57,23.11,31.82,74.14,77.65,23.85,194.98,20.4,85.35,52.08,39.72,97.52,108.24,34.93,46.23,33.67,27.99,76.69,91.78,50.44,74.37,89.11,14760.3
"2013-06-26",7.75,398.07,43.62,73.9,100.75,47.61,82.1,53.53,63.21,23.25,32.55,75.67,79.75,24.01,194.86,20.34,86.99,52.5,40.33,98.84,109.68,35.27,46.69,34.35,28.1,77.4,92.98,50.66,75.01,89.8,14910.1
"2013-06-27",7.87,393.78,44.48,75.12,103.15,48.28,82.96,53.57,63.72,23.32,33.1,76.27,80.2,24.77,195.65,20.01,86.71,53.15,40.26,99.65,110.24,35.45,47.28,34.62,28.18,77.67,93.51,51,75.26,90.04,15024.5
"2013-06-28",7.82,396.53,44.7,74.76,102.44,47.97,82.49,52.5,63.15,23.19,33.31,77.47,79.34,24.8,191.11,20,85.86,52.79,40.11,99,109.35,34.99,46.45,34.54,28.01,76.99,92.94,50.34,74.49,90.35,14909.6
"2013-07-01",7.86,409.22,45.09,75.64,103.24,48.25,82.72,52.72,63.93,23.34,34,76.87,80.32,24.93,191.28,19.85,86.63,52.49,40.46,99.82,109.31,35.38,46.32,34.36,27.78,78.02,94.74,50.36,74.59,90.3,14975
"2013-07-02",7.8,418.49,44.89,74.62,101.47,48.15,82.48,52.54,63.26,22.9,34.1,77.31,77.88,25.02,191.5,20.11,86.57,52.8,40.37,99.93,108.73,35.46,46.55,33.94,27.7,78.44,93.8,50.63,74.71,90.64,14932.4
"2013-07-03",7.71,420.8,44.22,74.58,102.89,47.67,81.85,52.4,63.61,22.91,34.14,77.73,78.51,25.18,193.25,20.16,86.78,52.77,40.49,100.35,109.45,35.49,46.55,34.01,27.65,78.57,94.73,51.01,74.76,90.69,14988.5
"2013-07-05",7.81,417.42,45.19,76.31,104.2,48.53,82.14,53,63.82,23.24,34.67,78.29,80.06,25.58,194.93,20.84,87.87,53.99,40.52,99.86,111.54,35.49,47.16,34.21,27.97,78.34,96.53,51.3,75.21,91.57,15135.8
"2013-07-08",7.92,415.05,45.52,77.04,104.37,49.52,83.2,53.76,64.71,23.32,34.64,79.22,80.67,25.17,194.98,20.9,88.59,54.7,40.54,99.88,112.13,36.04,47.41,34.33,28.13,78.76,96.98,51.17,76.71,92.25,15224.7
"2013-07-09",7.91,422.35,45.78,77.61,104.68,50.21,85.33,53.91,64.94,23.62,34.92,79.7,81.39,25.47,191.3,21.7,88.88,54.89,40.83,99.99,113.35,36.27,47.62,34.35,28.35,79.57,98.02,50.96,77.03,93.34,15300.3
"2013-07-10",7.92,420.73,45.72,76.33,105.5,49.63,84.96,53.92,64.91,23.54,35.33,79.4,81.21,25.93,192.25,21.69,89.24,54.83,40.68,99.98,113.43,36.5,47.96,34.7,28.44,79.8,97.79,50.54,76.77,92.82,15291.7
"2013-07-11",8.1,427.29,45.92,76.94,106.88,50.04,86.7,54.54,66.58,23.94,36.14,79.86,82.57,26.38,192.8,21.61,89.67,55.14,41.03,100.79,114.53,36.86,48.31,35.69,28.77,80.77,99.69,51.21,77.63,93.27,15460.9
"2013-07-12",8.1,426.51,46.74,78.33,101.87,50.81,87.17,54.41,66.98,23.76,36.4,80.54,82.37,26.19,192.07,21.78,89.99,54.97,41.03,101.58,115.14,36.92,48.54,35.67,28.81,81.55,99.83,50.41,77.63,93.4,15464.3
"2013-07-15",8.17,427.44,46.7,77.85,105.66,51.81,87.4,54.63,65.93,23.63,36.5,80.4,82.3,26.38,194,21.44,90.4,54.89,41.01,100.75,114.85,37.05,48.52,36.17,28.79,81.51,100.24,49.96,77.03,93.25,15484.3
"2013-07-16",8.11,430.2,46.24,78.27,104.23,51.83,88.17,54.38,65.03,23.43,36.18,80.22,82.03,26.45,193.85,21.17,90.4,55.01,40.23,100.88,114.34,37.23,48.23,36.27,28.68,80.97,99.99,50.28,77.37,93.3,15451.8
"2013-07-17",8.19,430.31,46.83,76.8,104.79,51.79,86.67,57.25,65.36,23.54,36.36,80.44,82.44,26.31,194.55,21.48,90.13,55.27,40.84,100.1,114.64,37.02,48.13,35.74,28.68,80.09,100.86,50.74,77.2,93.46,15470.5
"2013-07-18",8.21,431.76,46.99,74.01,107.63,52.69,85.72,57.47,65.82,23.63,36.84,80.02,82.97,26.33,197.99,21.85,90.17,56.37,40.81,100.18,115.48,37,47.4,35.44,28.49,80.3,101.34,49.97,77.34,94.38,15548.5
"2013-07-19",8.07,424.95,46.88,74.06,106.96,52.35,85.65,57.14,65.16,24.72,36.61,79.89,83.57,25.14,193.54,22.73,92.23,56.16,41.09,100.27,116.19,37.15,47.79,31.4,29.09,81.37,102.48,49.95,78.08,95.17,15543.7
"2013-07-22",8.12,426.31,47.45,74.72,106.86,53,86,57.17,64.4,24.86,36.76,80,83.04,25.51,194.09,22.57,92.28,56.56,40.84,97.58,116.28,36.88,47.72,32.01,29.35,81.22,102.11,50.27,77.87,94.83,15545.5
"2013-07-23",8.14,418.99,46.6,74.41,107.79,52.88,85.52,57.12,64.45,24.71,36.61,80.19,83.27,25.73,194.98,22.17,92.42,56.67,40.96,96.76,116.75,35.99,47.93,31.82,29.42,80.95,105.12,50.36,78.55,95.2,15567.7
"2013-07-24",8.05,440.51,45.96,75.36,106.95,52.19,83.44,57.38,64.64,24.62,37.14,80.27,83.01,26.11,196.61,21.97,92.36,56.63,40.86,96.66,116.33,35.57,47.77,31.96,29.28,80.27,104.99,50.38,78.23,94.99,15542.2
"2013-07-25",8.03,438.5,46.5,75.77,106.7,52.66,82.14,57.59,64.55,24.69,37.08,78.99,82.85,26.24,197.22,21.3,92.57,56.5,40.84,97.49,116.55,35.91,48.17,31.39,29.19,80.41,104.79,50.71,78.01,94.97,15555.6
"2013-07-26",8.07,440.99,46.54,75.34,105.6,52.21,82.06,57.66,64.98,24.65,36.67,78.74,82.88,25.99,197.35,21.68,92.83,56.05,40.64,98.03,116.91,35.9,48.49,31.62,29.37,80.39,104.97,51.02,78,94.79,15558.8
"2013-07-29",8.04,447.79,46.27,75.06,104.81,51.64,83.02,57.54,64.61,24.49,36.38,78.67,82.76,25.67,196.21,21.38,93.21,55.69,40.28,97.87,116.61,35.67,48.34,31.54,29.54,80.09,105.07,51.49,77.99,94.03,15522
"2013-07-30",8.03,453.32,45.89,75.19,105.73,51.78,83.19,57.68,64.18,24.48,36.5,78.6,83,25.78,196.01,21.59,93.17,55.33,40.32,98.37,116.84,35.56,48.05,31.85,29.67,80.44,105.57,50.42,77.89,93.81,15520.6
"2013-07-31",7.95,452.53,45.51,73.77,105.1,52.14,82.91,57.69,64.65,24.37,35.87,79.03,82.98,25.68,195.04,21.44,93.5,55.73,40.08,98.08,117.43,35.06,48.17,31.84,29.23,80.3,105.57,49.48,77.94,93.75,15499.5
"2013-08-01",7.95,456.68,47.07,75.63,106.7,52.86,84.44,58.45,65.36,24.62,36.47,78.64,84.56,26.23,195.81,22.5,93.77,56.54,40.57,99,118.41,35.54,48.58,31.67,29.11,81.64,107.18,50.01,78.22,92.73,15628
"2013-08-02",7.97,462.54,48.33,75.69,107.9,53,84.3,59.92,66.51,24.7,36.95,80.23,84.68,27,195.16,24.09,94.39,56.49,40.22,99.2,118.26,35.68,48.54,31.89,29.37,81.29,107.77,50.25,78.75,91.95,15658.4
"2013-08-05",8,469.45,48.57,75.93,107.5,52.87,83.56,59.59,66.02,24.52,36.75,79.66,84.53,27.03,195.5,24.27,93.8,56.1,40.29,99.31,117.92,35.61,48.53,31.7,29.19,81.4,106.64,50.21,78.77,91.59,15612.1
"2013-08-06",7.91,465.25,48.06,75.81,107.04,51.48,82.53,59.2,67.05,24.31,35.96,80.05,84.16,26.44,190.99,23.47,93.81,55.49,40.37,98.69,117.5,35.4,48.44,31.58,29.34,81.74,105.2,50.09,77.87,91.47,15518.7
"2013-08-07",7.79,464.98,47.97,75.14,106.42,51.5,82.43,59.6,65.91,24.34,35.48,78.83,83.65,26.69,188.56,23.86,93.66,55.3,40.15,98.33,117.83,35.2,48.55,32.06,29.26,81.96,106.03,49.93,77.37,91.34,15470.7
"2013-08-08",7.91,461.01,48.6,76.19,105.84,51.78,83.96,59.76,65.75,24.33,36.01,80.04,83.51,26.87,187.93,23.78,93.34,54.83,40.2,98.04,118.68,35.57,48.47,32.89,29.13,82.17,106.26,49.62,77.25,91.78,15498.3
"2013-08-09",8.22,454.45,48.03,75.5,105.33,51.32,84.51,59.74,64.73,24.25,36.02,78.97,83.32,26.77,187.82,24.09,92.36,54.52,40.16,97.62,118.31,35.37,48.39,32.7,29.21,81.64,105.62,49.32,76.9,90.72,15425.5
"2013-08-12",8.26,467.36,47.75,75.49,104.24,50.9,86.32,59.88,63.93,24.27,35.98,79.2,83.43,26.74,189.09,24.5,92,54.09,39.83,97.04,118.38,35.16,48.47,32.87,29.19,81.62,105.54,49.65,77.08,89.89,15419.7
"2013-08-13",8.15,489.57,48.3,76.23,106.23,51.77,86.57,59.71,63.98,24.2,35.84,79.44,83.69,27.3,188.42,24.66,93.01,54.29,39.65,96.45,118.67,35.22,48.43,32.23,29.27,81.66,106.8,49.15,76.86,89.4,15451
"2013-08-14",8.16,498.5,48.06,75.88,104.16,51.59,85.82,59.37,63.96,24.07,35.57,77.44,83.35,27.18,187.53,24.16,90.7,54.15,39.53,96.11,117.62,35.06,48.57,32.35,29.03,81.25,105.06,48.89,76.4,88.95,15337.7
"2013-08-15",8.16,497.91,47.04,74.88,102.73,50.86,85.86,58.74,62.38,24,34.55,75.14,82.01,25.95,185.79,23.71,89.55,53.29,39.09,95.39,115.85,34.57,47.97,31.79,28.8,80.48,102.99,48.54,74.41,88.16,15112.2
"2013-08-16",8.12,502.33,47.1,75.17,103.47,50.35,85.16,58.28,62.17,23.95,34.38,75.38,81.96,26.42,185.34,23.49,89.37,53.29,39.05,95.03,115.9,34.29,47.7,31.8,28.37,79.9,103.08,47.71,74.11,87.91,15081.5
"2013-08-19",7.94,507.74,46.32,74.34,104.72,49.33,84.2,57.53,61.83,23.85,34.49,75.21,81.46,25.88,184.23,22.68,90.45,51.83,38.78,95.48,115.61,33.93,47.58,31.39,28.46,79.59,102.63,47.5,73.58,86.92,15010.7
"2013-08-20",8,501.07,46.92,74.27,104.63,49.92,83.86,57.53,61.88,23.72,34.79,74.29,81.72,25.84,184.56,23.88,89.73,52.12,38.65,95.5,115.42,33.77,47.56,31.62,28.53,79.53,102.4,47.91,73.23,86.83,15003
"2013-08-21",7.84,502.36,46.72,73.44,103.91,49.16,82.94,57.15,61.14,23.61,34.53,73.73,80.58,25.38,184.86,24.3,88.8,51.63,38.28,95.11,113.42,33.46,47.46,31.61,28.24,79.38,101.7,47.27,73.55,86.42,14897.5
"2013-08-22",8.03,502.96,47.15,73.86,105.14,49.91,84.17,57.55,61.64,23.78,34.99,74,80.77,22.22,185.19,23.93,88.26,52.21,38.31,95.46,114.67,33.56,47.81,32.39,28.16,79.77,102.96,47.02,73.46,86.98,14963.7
"2013-08-23",8.05,501.02,47.39,73.65,105.48,49.83,83.89,57.9,61.73,23.78,35.06,73.89,81.4,22.4,185.42,23.54,88.41,52.32,38.52,95.13,114.4,34.28,47.73,34.75,28.34,80.01,102.8,47.61,73.44,87.52,15010.5
"2013-08-26",8.06,502.97,47.36,73.61,105.53,49.6,83.56,57.57,61.35,23.61,34.92,75.43,81.05,22.27,184.74,23.71,87.53,51.8,38.12,95.31,114.33,34.05,47.62,34.15,28.02,78.54,102.3,46.94,73.03,87.09,14946.5
"2013-08-27",7.92,488.59,46.16,71.91,103.21,48.24,82.7,56.75,60.69,23.18,33.69,74.12,79.25,21.99,182.74,23.28,86.17,50.6,38.15,94.84,112.73,33.99,47.11,33.26,28,77.97,99.94,46.95,72.86,86.82,14776.1
"2013-08-28",7.93,490.9,46.41,72.01,103.27,48.31,82.45,56.79,60.81,23.2,33.92,75.03,79.45,22.61,182.16,22.96,86.53,50.58,38.35,96.08,113,33.6,47.09,33.02,28.21,76.85,99.98,46.56,72.38,88.84,14824.5
"2013-08-29",7.81,491.7,46.58,72.22,104.93,48.47,82.53,56.66,61.08,23.11,34.45,75.05,80.06,22.52,182.64,22.63,86.57,50.7,38.1,94.86,113.32,33.94,47.1,33.55,28.1,77.31,100.46,47.82,72.43,87.27,14841
"2013-08-30",7.7,487.22,46.46,71.91,103.92,48.33,82.54,56.62,60.83,23.14,34.08,74.49,79.57,22.34,182.27,22.83,86.41,50.53,38.18,94.36,113.58,33.88,47.29,33.4,28.21,77.89,100.1,47.38,72.98,87.16,14810.3
"2013-09-03",7.72,488.58,47.67,72.43,105.01,49.37,82.51,56.39,60.93,23.06,34.14,73.9,80.98,22.37,183.96,23.19,86.42,51.13,37.9,94.52,113.22,33.83,47.21,31.88,28.01,77.75,102.66,46.01,72.68,87.15,14834
"2013-09-04",7.84,498.69,48.29,73.14,106.37,49.6,83.54,57.23,61.11,23.17,35.85,74.14,80.96,22.27,183.13,23.01,86.9,51.87,38.54,95.16,114.55,34.17,47.68,31.2,28.37,77.49,103.36,46.78,72.91,87.76,14930.9
"2013-09-05",7.87,495.27,48.67,73.8,106.65,49.86,82.95,57.61,61.3,23.16,36.33,72.99,81.39,22.12,184.15,23,87.04,52.11,38.24,95.66,114.87,34.25,47.51,31.23,28.27,77.14,103.68,46.64,72.67,87.35,14937.5
"2013-09-06",7.92,498.22,48.18,73.35,106.07,49.22,83.39,57.11,61.39,23.16,36.15,72.7,81.66,22.42,183.03,22.87,87.16,52.56,38.35,96.26,115.04,34.4,47.49,31.15,28.28,77.15,103.23,46.34,72.59,87.25,14922.5
"2013-09-09",8.08,506.17,49.19,73.66,107.19,50.09,85.59,57.5,61.59,23.39,36.48,73.58,82.43,22.36,184.98,23.06,87.56,52.86,38.52,96.45,116.74,34.59,47.74,31.66,28.3,78.16,104.48,45.91,73.51,88.04,15063.1
"2013-09-10",8.05,494.64,49.42,74.6,108.17,51.09,86.61,58.04,62.83,23.87,37,74.6,84.13,22.27,186.6,23.2,88.53,53.67,38.63,96.89,117.59,34.98,47.98,32.39,28.45,77.95,106.26,46.47,73.96,87.82,15191.1
"2013-09-11",8.19,467.71,49.75,75.18,109.23,50.73,87.13,58.83,63.94,24.09,36.35,75.04,84.03,22.27,190.7,22.9,89.23,53.26,38.78,97.46,118.71,35.41,48.14,32.74,28.67,78.27,107.83,46.52,74.05,88.84,15326.6
"2013-09-12",8.16,472.69,49.28,75.29,109.8,50.26,86.84,58.06,65.49,23.85,36.37,75.4,83.78,21.96,190.73,23.27,89.01,52.24,38.44,97.18,118.2,34.54,47.85,32.69,28.31,78.26,107.83,47.35,73.91,87.98,15300.6
"2013-09-13",8.08,464.9,49.7,75.3,111.33,50.49,87.01,58.88,66.69,23.78,36.06,75.11,84.05,22.07,192.17,23.5,88.57,52.59,38.69,97.35,118.6,34.84,47.79,33.03,28.51,79.05,108.39,47.76,74.36,88.4,15376.1
"2013-09-16",8.1,450.12,49.69,75.6,115.67,51,87.18,59.7,66.94,24.14,36.22,75.54,85.1,21.74,193.15,24.31,89.03,53.14,38.86,97.71,119.23,35.13,48.19,32.8,28.71,80.16,109.7,48.3,74.78,88.67,15494.8
"2013-09-17",8.26,455.32,50.46,76.92,117.11,51.2,87.07,59.62,66.98,24.45,36.71,75.8,85.45,21.67,192.16,24.72,89.06,53.09,38.79,97.92,119.93,35.36,48.01,32.93,28.64,79.83,110.39,48.57,75.15,88.94,15529.7
"2013-09-18",8.55,464.68,50.57,77.64,118.4,52.21,87.84,60.44,67.11,24.86,37.58,77.37,86.65,21.8,194.42,25.15,89.91,53.41,39.59,98.7,121.29,35.79,48.4,33.32,29.04,80.3,111.01,48.72,76.42,89.58,15676.9
"2013-09-19",8.44,472.3,49.86,77.57,119.04,51.95,87.75,60.33,65.72,24.46,37.23,78.51,86.79,21.31,193.39,24.86,90.07,52.75,39.31,97.92,121.57,35.8,48.26,33.64,28.84,80.12,112,48.51,76.21,89.28,15636.5
"2013-09-20",8.29,467.41,49.95,77.32,116.63,51.21,84.75,59.42,65.01,24.01,36.83,77,85.48,21.22,190.02,24.42,89.68,52.8,39.4,96.9,120.01,35.55,48.01,32.79,28.97,79.39,109.58,47.78,75.83,88.66,15451.1
"2013-09-23",8.28,490.64,49.16,76.44,117.51,49.57,85.03,59.41,64.75,24.28,37.13,75.91,84.13,21.2,190.99,24.75,89.09,51.46,38.63,97.28,121.11,35.25,47.68,32.74,28.8,79.28,109.42,47.98,76.42,87.75,15401.4
"2013-09-24",8.3,489.1,49.24,76.07,119,48.96,85.11,59.32,64.32,24.32,37.44,76.04,84.25,21.24,189.97,23.85,88.22,50.32,38.53,97.78,120.8,35.08,47.53,32.45,28.71,78.62,110,47.27,75.75,87.36,15334.6
"2013-09-25",8.33,481.53,49.54,75.99,118.51,49.26,84.5,59.32,64.45,24.23,37.18,75.52,83.84,21.4,189.47,24.25,87.08,51.7,38.33,97.62,120.2,34.79,47.67,32.51,28.49,77.72,109.26,46.95,74.65,87.14,15273.3
"2013-09-26",8.27,486.22,49.45,76.32,119.38,48.93,84.2,59.51,65.24,24.25,36.95,76.07,84.05,21.3,190.22,23.7,87.07,51.89,38.74,98.19,120.66,35,47.68,32.77,28.52,78.05,109.66,47.67,74.62,87.07,15328.3
"2013-09-27",8.2,482.75,49.15,75.89,118.74,48.89,83.8,59.01,65.19,24.05,36.37,75.96,83.58,21.17,186.92,24.33,86.73,52.24,38.4,97.12,120.22,34.71,47.79,33.27,28.88,77.21,109.36,47,74.36,86.9,15258.2
