"","C.AA.us","C.AAPL.us","C.AIG.us","C.AXP.us","C.BA.us","C.C.us","C.CAT.us","C.DD.us","C.DIS.us","C.GE.us","C.GM.us","C.HD.us","C.HON.us","C.HPQ.us","C.IBM.us","C.INTC.us","C.JNJ.us","C.JPM.us","C.KO.us","C.MCD.us","C.MMM.us","C.MO.us","C.MRK.us","C.MSFT.us","C.PFE.us","C.PG.us","C.UTX.us","C.VZ.us","C.WMT.us","C.XOM.us","C.^DJI"
"2015-09-28",9.59,112.44,55.66,73.34,128.13,49.03,63.79,47.32,98.49,24.31,28.56,114.1,91.59,24.57,142.52,7.08,91.37,59.98,39.53,95.96,138.38,54.63,48.42,43.29,30.82,71.77,86.83,43.74,63.66,72.6,16001.9
"2015-09-29",9.45,109.06,55.72,73.1,128.75,49,64.31,47.5,99.42,24.57,29.15,112.91,92.52,24.65,142.47,6.73,93.04,59.84,39.66,97.48,141.55,54.23,48.65,43.44,31.02,72.28,87.98,43.53,63.78,72.97,16049.1
"2015-09-30",9.66,110.3,56.82,74.13,130.95,49.61,65.36,48.2,102.2,25.22,30.02,115.49,94.69,25.61,144.97,6.43,93.35,60.97,40.12,98.53,141.77,54.4,49.39,44.26,31.41,71.94,88.99,43.51,64.84,74.35,16284.7
"2015-10-01",9.26,109.58,56.92,73.89,130.61,49.89,64.39,48.35,102.67,25.19,30.67,117.03,94.71,25.35,143.59,6.42,93.17,60.98,39.8,98.78,140.8,54.22,49.37,44.61,31.84,71.95,88.36,42.96,64.27,74.06,16272
"2015-10-02",9.52,110.38,57.19,74.41,132.56,49.88,65.7,49.26,103,25.47,31.73,117.81,96.54,26.07,144.58,6.57,93.93,60.81,40.39,99.79,143.2,54.86,50.14,45.57,33.08,72.42,89.77,42.84,64.98,75.88,16472.4
"2015-10-05",10.41,110.78,58.28,77.3,134.02,51.16,69.18,51.28,103.85,26.82,31.76,119.2,98.38,27.18,149.04,6.9,94.76,62.02,41.01,101.17,146.32,55.73,51.23,46.63,33.48,73.22,92.26,44,65.87,76.81,16776.4
"2015-10-06",10.98,111.31,57.68,76.62,134.63,51.06,70.82,55.21,103.77,27.29,32.22,118.68,98.21,28,148.78,7.38,93.42,62.05,40.96,101.9,145.79,55.41,49.8,46.75,32.79,73.4,92.55,44.06,65.68,77.89,16790.2
"2015-10-07",10.94,110.78,57.82,77.18,137.02,51.32,70.38,55.38,103.39,27.77,33.05,119.65,99.49,28.01,150.09,7.22,94.98,62.13,41.52,101.77,147.54,55.9,50.95,46.8,33.29,73.72,93.51,43.85,66.36,79.2,16912.3
"2015-10-08",11.01,109.5,58.24,77.18,139.04,51.65,71.84,56.13,104.61,28.03,33.43,121.06,101.07,29.18,152.28,7.37,95.08,62.13,41.98,102.95,149.48,56.37,51.02,47.45,33.09,74.4,94.33,44.23,66.88,80.03,17050.8
"2015-10-09",10.26,112.12,58.19,77.33,139.7,51.38,71.3,56.18,105.56,28.07,32.95,121.33,101.16,29.3,152.39,7.26,95.37,61.93,42.02,102.76,149.9,56.81,50.95,47.11,33.24,74.48,95.37,44.16,66.69,79.26,17084.5
"2015-10-12",10.08,111.6,58.68,77.31,140.68,51.28,70.5,55.66,106.35,28.09,33.02,121.9,101.5,29.3,151.14,7.14,95.99,61.72,42,103.24,150.06,57.46,50.71,47,33.22,74.33,95.43,44.3,66.93,79.3,17131.9
"2015-10-13",10.03,111.79,58.69,76.6,140.29,51.21,70.17,55.76,106.59,27.87,33.13,121.61,99.82,29.23,149.62,6.95,95.45,61.55,41.65,103.38,149.11,57.62,49.47,46.89,32.98,74.11,94.28,44.36,66.73,79.16,17081.9
"2015-10-14",9.95,110.21,58.03,76.17,134.22,50.72,70.71,56.4,105.73,27.6,33.33,120.27,98.26,29.42,150.01,6.66,94.53,59.99,41.68,102.82,148.32,57.55,49.54,46.68,33.04,74.21,92.17,43.99,60.03,80.16,16924.8
"2015-10-15",9.7,111.86,59.19,76.74,137.39,52.97,70.83,56.7,107.89,28.03,33.32,121.81,98.5,28.77,150.09,6.38,97.15,61.89,41.92,103.66,149.19,57.87,50.72,47.01,34.08,74.27,93.18,44.67,59.33,81.48,17141.8
"2015-10-16",9.55,111.04,60,77.21,137.6,52.69,69.68,57.27,108.24,28.98,33.15,122.74,97.03,28.86,150.39,6.24,98.24,62.43,42.02,104.82,148.7,58.72,51.48,47.51,34.41,74.9,93,44.7,58.89,82.48,17216
"2015-10-19",9.42,111.73,60,77,138.42,52.86,69.27,57.05,109.47,28.99,33.24,123.1,97.18,28.98,149.22,6.4,97.94,62.22,41.99,104.49,148,59.66,51.4,47.62,34.5,75.16,92.05,44.7,58.85,80.99,17230.5
"2015-10-20",9.41,113.77,60.27,76.95,138.88,52.84,70.27,57.19,109.84,28.78,33.48,122.85,98.28,28.56,140.64,5.99,97.59,62.52,42.29,103.84,149.11,59.74,50.39,47.77,34,74.43,95.62,45.24,58.75,80.83,17217.1
"2015-10-21",9.11,113.76,60.23,76.51,141.19,51.81,69.67,57.28,110.09,28.85,35.42,123.3,98.77,28.23,140.92,5.87,97.63,62.06,42.19,102.54,149.82,59.84,50.59,47.2,33.46,73.59,97.97,44.86,58.64,80.21,17168.6
"2015-10-22",9.09,115.5,60.75,72.5,146.31,52.51,70.88,59.19,113.25,29.58,35.42,124.36,102.58,28.77,144.09,6.06,99.53,63.19,43.24,110.87,156,61.4,52.01,48.03,33.33,74.85,99.79,45.89,58.9,82.89,17489.2
"2015-10-23",9.14,119.08,61.28,74.59,146.7,53.64,71.75,60.27,113.09,29.51,35.95,124.61,103.13,29.03,144.68,6.2,100.31,63.87,42.79,112.59,155.79,61.05,52.88,52.87,34.05,77.03,100.62,46.16,58.3,82.98,17646.7
"2015-10-26",8.77,115.28,61.16,74.19,146.7,53.11,71.52,60.37,113.52,29.55,35.67,125.01,102.78,28.07,143.66,6.05,99.94,63.9,42.59,112.18,156.54,61.4,52.91,54.25,34.16,77.49,100.23,46.36,58.02,81.22,17623.1
"2015-10-27",8.73,114.55,60.92,74.01,148.46,52.61,70.39,62.05,113.77,29.46,34.97,124.47,102.45,27.45,137.86,5.99,100.19,63.64,42.61,111.64,156.73,61.06,53.47,53.69,34.99,77.29,98.88,46.17,57.48,81.09,17581.4
"2015-10-28",8.99,119.27,63.89,74.45,147.88,54.73,71.97,63.37,114.34,29.39,35.22,123.82,103.58,27.98,140.83,6.2,100.48,65.5,42.73,112.94,158.08,61.44,55.1,53.98,35.45,76.51,99.32,46.48,57.64,82.28,17779.5
"2015-10-29",8.95,120.53,63.49,74.22,147.18,53.66,71.97,63.34,115.04,29.34,34.75,123.63,102.94,27.37,140.55,6.69,101.37,65.21,42.79,112.62,157.61,61.53,54.87,53.36,34.77,77.02,99.05,46.4,57.96,82.23,17755.8
"2015-10-30",8.93,119.5,63.06,73.26,148.07,53.17,72.99,63.4,113.74,28.92,34.91,123.64,103.28,26.96,140.08,6.62,101.03,64.25,42.35,112.25,157.21,60.47,54.66,52.64,33.82,76.38,98.41,46.88,57.24,82.74,17663.5
"2015-11-02",9.17,121.18,63.74,73.94,148.4,53.83,74.34,63.94,115.04,29.4,35.57,124.41,104.18,13.83,140.37,6.21,102.17,65.54,42.24,112.11,159.92,60.5,55.11,53.24,35.06,76.6,99.39,46.78,57.61,85.28,17828.8
"2015-11-03",9.38,122.57,60.96,74.03,148.09,54.16,74.75,64.01,115.54,29.59,35.78,125.66,103.65,14.29,141.88,6.36,101.96,65.78,42.16,112.08,158.75,57.85,55.11,54.15,34.97,77.05,100,46.45,58.11,86.85,17918.2
"2015-11-04",9.38,122,60.8,74.07,148.19,53.83,74.55,64.27,113.25,29.54,35.42,125.38,103.37,14.14,141.63,6.33,101.94,65.85,41.97,112.4,158.91,58.03,55.53,54.4,34.14,77.06,100.33,46.14,58.37,85.98,17867.6
"2015-11-05",9.2,120.92,62,73.93,147.97,54.15,74.22,64.81,113,29.64,35.44,125.72,103.6,14.05,139.89,6.23,102.33,66.44,42.33,112.85,158.99,58.05,55.05,54.38,34.15,76.39,100.8,46.2,58.61,84.81,17863.4
"2015-11-06",9.09,121.06,61.93,74.3,147.94,55.87,73.84,66.11,115.67,29.92,35.75,125.98,104,14.01,138.25,6.38,101.92,68.46,41.96,113.31,159.26,57.09,54.61,54.92,33.93,75.57,100.8,45.78,58.78,84.47,17910.3
"2015-11-09",8.61,120.57,61.21,73.42,145.98,55.71,71.89,66.77,116.42,29.75,35.67,124.5,102.71,13.87,135.31,6.29,100.84,67.39,41.54,112.93,157.47,57.08,54.24,54.16,33.65,75.4,99.66,45.3,58.49,81.95,17730.5
"2015-11-10",8.35,116.77,61.35,73.37,145.15,55.8,72.43,66.34,117.42,30.12,35.62,125.26,102.4,14.12,135.47,6.23,101.45,67.68,41.77,113.22,157.59,56.79,54.43,53.51,33.79,75.77,98.68,45.1,58.68,82.35,17758.2
"2015-11-11",8.08,116.11,60.67,72.91,144.99,54.9,71.91,67,116.52,30.67,35.55,124.71,103.26,13.92,135.02,6.25,101.86,67.35,42.04,113.85,159.05,57.21,53.72,53.65,33.74,75.96,98.26,45.32,57.58,81.62,17702.2
"2015-11-12",7.82,115.72,59.38,71.98,142.54,53.46,68.66,66.11,116.21,30.16,35.09,123.81,101.97,13.31,133.04,6.19,100.27,66,41.58,112.11,156.3,56.76,53.03,53.32,33.39,74.66,99.22,44.83,56.95,79.41,17448.1
"2015-11-13",7.99,112.34,59.31,71.2,142.59,53.17,69.63,67.05,114.84,30.28,34.31,120,101.08,13.11,131.75,6.08,99.88,65.56,41.38,109.97,155.65,56.28,53.03,52.84,33.27,73.96,96.48,44.23,56.42,78.1,17245.2
"2015-11-16",8.29,114.18,60.66,71.66,144.42,53.69,70.39,67.24,115.92,30.36,35.17,120.84,102.96,13.35,133.71,6.22,101.22,66.51,41.96,111.06,158.21,56.77,53.7,53.77,33.16,75.3,97.83,45.04,57.87,80.9,17483
"2015-11-17",8.27,113.69,61,71.11,146.08,53.49,69.39,67.07,116.13,30.32,35.21,126.18,102.29,13.28,133.82,6.25,101.5,66.13,41.67,110.94,157.03,56.68,53.71,52.97,32.87,75.07,97.55,45.08,59.92,79.96,17489.5
"2015-11-18",8.41,117.29,61.96,72.15,148.28,54.98,70.32,67.1,118.14,30.52,36.46,126.54,104.06,13.64,135.82,6.37,102.67,67.45,42.28,112.53,157.39,57.06,54.23,53.85,33.31,75.9,97.71,45.38,60.93,80.74,17737.2
"2015-11-19",8.76,118.78,61.98,72.74,149.24,55.06,70.02,66.99,118.71,30.27,36.14,126.86,105.04,13.79,136.74,6.38,102.49,67.66,43.11,113.3,158.38,57.46,54.28,53.94,32.29,76.22,98.3,45.76,60.7,80.3,17732.8
"2015-11-20",8.69,119.3,62.21,72.42,149.4,54.75,71.14,66.7,120.07,30.66,36.34,130.21,105.63,14.06,138.5,6.12,102.48,67.54,42.43,113.91,158.95,57.13,54.1,54.19,32.18,75.82,98.22,45.39,60.07,79.79,17823.8
"2015-11-23",9.07,117.75,62.76,72.24,148.34,54.28,71.02,66.52,119.42,30.59,36.08,132.5,104.59,14.23,138.46,5.81,102.77,66.88,42.96,114.47,158.65,57.62,54.01,54.19,31.33,75.97,98.09,44.99,60.26,80.28,17792.7
"2015-11-24",9.09,118.88,63.12,71.63,148.65,54.18,71.4,67.42,117.95,30.66,36.22,133.6,103.17,14.64,138.6,5.89,102.04,66.78,43.36,114.28,157.75,57.57,53.48,54.25,31.97,76.45,97.36,45.19,59.92,81.88,17812.2
"2015-11-25",9.41,118.03,63.15,71.69,147.43,54.08,71.49,67.26,118.67,30.36,36.34,134.65,103.63,12.64,138,5.54,101.96,66.86,43.36,114.4,157.63,57.5,53.72,53.69,32.87,75.9,97.27,44.92,60.24,81.25,17813.4
"2015-11-27",9.32,117.81,63.68,71.85,146.95,54.21,71.22,67.09,115.13,30.36,36.37,134.74,104.06,12.61,138.46,5.17,102.37,67.17,43.15,114.23,157.99,57.75,53.96,53.93,32.79,75.7,96.8,45.23,59.89,81.23,17798.5
"2015-11-30",9.36,118.3,63.58,71.64,145.45,54.09,72.65,67.34,113.47,29.94,36.2,133.88,103.95,12.54,139.42,4.65,101.24,66.68,42.62,114.16,156.58,57.6,53.01,54.35,32.77,74.84,96.05,45.45,58.84,81.66,17719.9
"2015-12-01",9.48,117.34,64.12,72.2,147.74,54.88,71.56,67.28,115.39,30.17,36.26,134.43,104.15,12.74,141.28,4.48,102.36,67.61,42.89,114.45,156.9,57.89,54.57,55.22,33.62,75.94,96.7,45.58,58.99,81.89,17888.3
"2015-12-02",9.35,116.28,63.5,71.2,146.96,54.14,71.03,67.27,114,29.97,35.73,133.81,103.1,11.95,139.7,4.23,102.05,66.66,42.77,113.72,155.7,57.84,53.82,55.21,32.9,75.79,95.25,44.92,58.35,79.55,17729.7
"2015-12-03",8.99,115.2,62.36,70.42,145.56,53.51,69.64,66.23,111.89,30.03,35.47,130.93,102.4,12.15,138.92,3.91,100.79,65.8,42.46,113.39,154.38,57.09,52.59,54.2,32.39,75.74,94.7,44.56,59.04,78.41,17477.7
"2015-12-04",9.34,119.03,63.99,71.1,148.5,55.09,69.98,67.75,114.24,30.49,36.25,134.53,104.55,12.32,140.43,4.09,102.95,67.89,43.29,116.2,158.22,58.51,53.64,55.91,32.8,77.83,95.73,45.71,59.66,78.86,17847.6
"2015-12-07",9.04,118.28,62.8,70.61,148.45,54.4,68.36,67.1,113.83,30.37,36.13,133.93,104.18,12.15,139.55,4.06,103.32,67,43.2,116.42,157.75,58.27,53.68,55.81,32.66,78.37,95.91,46.06,60.5,76.8,17730.5
"2015-12-08",8.52,118.23,62.75,69.91,144.99,53.39,66.54,66.6,112.48,30.19,35.48,133.84,102.66,12.19,138.05,3.83,102.42,65.96,43.01,116.53,156.79,58.23,53.47,55.79,32.53,77.75,94.23,45.7,59.61,74.63,17568
"2015-12-09",8.74,115.62,62.18,69.86,144.24,52.81,65.91,74.49,111.47,30.47,35.45,131.9,101.89,12.11,136.61,4.05,102.15,65.46,42.66,116.58,156.05,57.33,52.82,54.98,32.29,77.7,94.16,45.36,59.13,75.63,17492.3
"2015-12-10",9.17,116.17,60.98,70.11,146.41,52.65,66.38,74.55,110.76,30.65,35.63,132.54,101.76,12.36,136.78,4.13,102.64,65.61,42.76,117.2,157.52,57.18,53.69,55.27,32.36,77.79,93.87,45.32,59.56,75.69,17574.8
